snapshot_id,webcam_id,is_sunset,rating,day,p_sunset,quality,shown,tile,url
120114,29135072,1,4,2026-08-02,0.9982,0.5388,1,0.5388,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29135072/1785686531552.jpg
120115,21846,0,,2026-08-02,0.0064,0.1442,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/21846/1785687364533.jpg
120116,21846,1,3,2026-08-02,0.9951,0.3856,1,0.3856,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/21846/1785688320392.jpg
120117,2921338,0,,2026-08-02,0.0413,0.4632,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921338/1785689161670.jpg
120118,13233845,0,,2026-08-02,0.0,0.4465,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13233845/1785690063440.jpg
120119,2921338,1,4,2026-08-02,0.5382,0.4477,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921338/1785690063282.jpg
120120,13611,0,,2026-08-02,0.0,0.2278,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13611/1785690070537.jpg
120121,2921338,1,2,2026-08-02,0.9336,0.4283,1,0.4283,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921338/1785690961413.jpg
120122,12512251,0,,2026-08-02,0.0016,0.3639,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12512251/1785690969074.jpg
120124,2921338,1,3,2026-08-02,0.9943,0.55,1,0.55,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921338/1785691912838.jpg
120125,15017506,1,3,2026-08-02,0.9983,0.3504,1,0.3504,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15017506/1785691922405.jpg
120126,2921342,1,2,2026-08-02,0.9567,0.1677,1,0.1677,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921342/1785692762618.jpg
120127,28794621,0,,2026-08-02,0.0017,0.4096,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28794621/1785692761737.jpg
120128,6257085,1,3,2026-08-02,0.9995,0.4408,1,0.4408,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/6257085/1785692770243.jpg
120129,28794621,0,,2026-08-02,0.0134,0.4087,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28794621/1785693711199.jpg
120130,20868788,1,4,2026-08-02,0.9998,0.7153,1,0.7153,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/20868788/1785693722657.jpg
120131,6257085,1,3,2026-08-02,0.9942,0.6518,1,0.6518,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/6257085/1785693723066.jpg
120132,20868788,1,4,2026-08-02,0.994,0.7815,1,0.7815,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/20868788/1785694571626.jpg
120133,7883821,1,1,2026-08-02,0.9646,0.1595,1,0.1595,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7883821/1785695478170.jpg
120134,28820838,1,1,2026-08-02,0.9736,0.1242,1,0.1242,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28820838/1785695478928.jpg
120135,28615436,0,,2026-08-02,0.0005,0.3134,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1785696368837.jpg
120136,9164381,1,3,2026-08-02,0.9984,0.4538,1,0.4538,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/9164381/1785696371996.jpg
120137,28615436,0,,2026-08-02,0.0002,0.3145,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1785697332988.jpg
120138,28953676,1,3,2026-08-02,0.9985,0.5438,1,0.5438,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28953676/1785697335767.jpg
120139,9164381,1,3,2026-08-02,0.9976,0.4743,1,0.4743,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/9164381/1785697336457.jpg
120140,29146169,0,,2026-08-02,0.0,-0.1082,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29146169/1785697337491.jpg
120141,28796076,1,1,2026-08-02,0.9931,0.0753,1,0.0753,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28796076/1785697337504.jpg
120142,28615436,0,,2026-08-02,0.0005,0.296,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1785698177803.jpg
120143,28999873,1,4,2026-08-02,1.0,0.681,1,0.681,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28999873/1785698179217.jpg
120144,28796076,0,,2026-08-02,0.0605,0.1713,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28796076/1785698186095.jpg
120145,28615436,0,,2026-08-02,0.0002,0.3291,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1785699131732.jpg
120146,29182494,0,,2026-08-02,0.0,0.0771,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29182494/1785699137272.jpg
120147,28796076,0,,2026-08-02,0.0,-0.1364,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28796076/1785699138635.jpg
120148,28615436,0,,2026-08-02,0.0002,0.2816,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1785699976495.jpg
120149,29182494,0,,2026-08-02,0.1346,0.2318,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29182494/1785699987422.jpg
120150,29014886,0,,2026-08-02,0.0002,0.1985,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29014886/1785699987518.jpg
120151,28864023,1,4,2026-08-02,0.9999,0.6535,1,0.6535,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28864023/1785699987554.jpg
120152,24671280,1,5,2026-08-02,0.9999,0.9555,1,0.9555,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/24671280/1785699987994.jpg
120153,28615436,0,,2026-08-02,0.0003,0.3193,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1785700875292.jpg
120154,28788928,1,2,2026-08-02,1.0,0.5949,1,0.5949,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28788928/1785700880848.jpg
120155,1854,0,,2026-08-02,0.0001,0.0722,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/1854/1785701764237.jpg
120156,28615436,0,,2026-08-02,0.0003,0.3721,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1785701780089.jpg
120157,29113950,1,2,2026-08-02,0.6703,0.1371,1,0.1371,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29113950/1785701780155.jpg
120158,28788928,1,4,2026-08-02,0.9999,0.474,1,0.474,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28788928/1785701782951.jpg
120159,28999873,1,4,2026-08-02,1.0,0.8206,1,0.8206,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28999873/1785701786206.jpg
120160,29069963,0,,2026-08-02,0.0019,-0.2461,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29069963/1785701791727.jpg
120161,28751698,1,1,2026-08-02,0.9928,0.2304,1,0.2304,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28751698/1785701792209.jpg
120162,10027789,0,,2026-08-02,0.0316,0.3994,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10027789/1785701792189.jpg
120163,17427628,0,,2026-08-02,0.0001,0.0506,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/17427628/1785701793989.jpg
120164,4204207,1,1,2026-08-02,0.9164,0.2035,1,0.2035,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4204207/1785702712597.jpg
120165,28615436,0,,2026-08-02,0.0004,0.3633,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1785702725157.jpg
120166,28985083,1,3,2026-08-02,0.9991,0.3585,1,0.3585,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28985083/1785702736359.jpg
120167,29048147,0,,2026-08-02,0.0001,0.4657,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29048147/1785702740842.jpg
120168,29069963,1,2,2026-08-02,0.9992,0.4414,1,0.4414,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29069963/1785703581977.jpg
120169,29007500,1,2,2026-08-02,1.0,0.6262,1,0.6262,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29007500/1785703582445.jpg
120170,28985083,1,3,2026-08-02,0.9998,0.5275,1,0.5275,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28985083/1785703583360.jpg
120171,29095214,0,,2026-08-02,0.0648,0.5941,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29095214/1785704462205.jpg
120172,28615436,0,,2026-08-02,0.0001,0.3519,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1785704467063.jpg
120173,404,1,1,2026-08-02,0.9887,0.2645,1,0.2645,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/404/1785704469350.jpg
120174,359,0,,2026-08-02,0.0021,0.2366,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/359/1785704469345.jpg
120175,28985083,1,1,2026-08-02,0.9971,0.2519,1,0.2519,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28985083/1785704476501.jpg
120176,3741,1,4,2026-08-02,0.9652,0.4182,1,0.4182,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3741/1785705361586.jpg
120177,28615436,0,,2026-08-02,0.0003,0.3297,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1785705365965.jpg
120178,404,0,,2026-08-02,0.9974,0.2829,1,0.2829,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/404/1785705369008.jpg
120179,3985379,1,3,2026-08-02,0.9971,0.491,1,0.491,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3985379/1785705370768.jpg
120180,28985425,1,2,2026-08-02,0.9868,0.382,1,0.382,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28985425/1785705372333.jpg
120181,29152667,1,1,2026-08-02,0.3967,0.2808,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29152667/1785705374225.jpg
120182,29060876,0,,2026-08-02,0.0,0.4438,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29060876/1785705375853.jpg
120183,28939336,0,,2026-08-02,0.0,-0.1683,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28939336/1785705377007.jpg
120184,14396710,1,3,2026-08-02,0.9952,0.5573,1,0.5573,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/14396710/1785705377284.jpg
120185,28615436,0,,2026-08-02,0.0003,0.3141,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1785706268538.jpg
120186,404,1,2,2026-08-02,0.9961,0.1163,1,0.1163,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/404/1785706277292.jpg
120187,29152667,1,4,2026-08-02,0.119,0.44,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29152667/1785706279740.jpg
120188,4769517,0,,2026-08-02,0.0001,0.1289,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4769517/1785706280170.jpg
120189,28782192,1,1,2026-08-02,0.9893,0.0927,1,0.0927,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28782192/1785706282854.jpg
120190,23880643,1,3,2026-08-02,0.9765,0.3303,1,0.3303,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/23880643/1785706284170.jpg
120191,4057187,0,,2026-08-02,0.9143,0.4534,1,0.4534,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4057187/1785707161102.jpg
120192,27682558,0,,2026-08-02,0.0394,0.1903,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/27682558/1785707161962.jpg
120193,13588772,1,3,2026-08-02,0.99,0.3449,1,0.3449,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13588772/1785707164594.jpg
120194,28615436,0,,2026-08-02,0.0002,0.3296,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1785707169936.jpg
120195,404,1,2,2026-08-02,0.9944,0.0581,1,0.0581,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/404/1785707172954.jpg
120196,29152667,0,,2026-08-02,0.1364,0.3032,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29152667/1785707174693.jpg
120197,3355592,1,1,2026-08-02,0.9535,-0.1461,1,-0.1461,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3355592/1785707178674.jpg
120198,29144336,1,3,2026-08-02,0.9729,0.3443,1,0.3443,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29144336/1785708070558.jpg
120199,4057187,0,,2026-08-02,0.9967,0.6408,1,0.6408,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4057187/1785708070319.jpg
120200,28615436,0,,2026-08-02,0.0002,0.3453,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1785708076737.jpg
120201,404,0,,2026-08-02,0.9032,0.0853,1,0.0853,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/404/1785708082347.jpg
120202,29152667,1,1,2026-08-02,0.1817,0.3082,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29152667/1785708082915.jpg
120203,4769517,0,,2026-08-02,0.0011,0.0552,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4769517/1785708083548.jpg
120204,8750142,1,1,2026-08-02,0.9994,0.0363,1,0.0363,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8750142/1785708088868.jpg
120205,29144336,1,2,2026-08-02,0.9794,0.4511,1,0.4511,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29144336/1785708962244.jpg
120206,29043741,0,,2026-08-02,0.004,0.3351,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29043741/1785708966003.jpg
120207,29152667,1,2,2026-08-02,0.0338,0.2637,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29152667/1785708973529.jpg
120208,8750142,0,,2026-08-02,0.0022,0.1172,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8750142/1785708978544.jpg
120209,26047053,1,3,2026-08-02,0.9933,0.4885,1,0.4885,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/26047053/1785708979447.jpg
120210,28615436,0,,2026-08-02,0.0002,0.3373,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1785709866836.jpg
120211,28999873,1,2,2026-08-02,0.9989,0.5916,1,0.5916,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28999873/1785709872771.jpg
120212,29152667,0,,2026-08-02,0.0022,0.3471,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29152667/1785709877899.jpg
120213,28615436,0,,2026-08-02,0.0003,0.3592,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1785710765424.jpg
120214,5471,0,,2026-08-02,0.0,0.1666,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5471/1785710773748.jpg
120215,27046337,1,3,2026-08-02,0.4596,0.4364,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/27046337/1785710773730.jpg
120216,23945173,0,,2026-08-02,0.0002,0.3136,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/23945173/1785710778422.jpg
120217,28615436,0,,2026-08-02,0.0003,0.3489,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1785711716703.jpg
120218,24229524,0,,2026-08-02,0.0,0.0095,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/24229524/1785711726916.jpg
120219,28615436,0,,2026-08-02,0.0005,0.3306,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1785712565328.jpg
120220,28615436,0,,2026-08-02,0.0001,0.323,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1785713460669.jpg
120221,28999873,1,4,2026-08-02,0.9991,0.6709,1,0.6709,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28999873/1785713468176.jpg
120222,28470202,0,,2026-08-02,0.9776,0.5469,1,0.5469,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28470202/1785713474205.jpg
120223,598510,1,1,2026-08-02,0.9999,0.3923,1,0.3923,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/598510/1785713474210.jpg
120224,8523,0,,2026-08-02,0.0353,0.2196,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8523/1785713474235.jpg
120225,28470202,1,2,2026-08-02,0.8496,0.2897,1,0.2897,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28470202/1785714372148.jpg
120226,404,1,1,2026-08-03,0.4069,0.003,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/404/1785715265118.jpg
120227,28470202,0,,2026-08-03,0.8976,0.2782,1,0.2782,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28470202/1785715271127.jpg
120228,28615436,0,,2026-08-03,0.0002,0.336,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1785716162281.jpg
120229,404,1,2,2026-08-03,0.9746,0.0397,1,0.0397,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/404/1785716165670.jpg
120230,2935284,0,,2026-08-03,0.0,0.076,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2935284/1785716165674.jpg
120231,29184277,0,,2026-08-03,0.0,0.1019,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29184277/1785716171654.jpg
120232,25685576,1,4,2026-08-03,0.986,0.4985,1,0.4985,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/25685576/1785716172377.jpg
120233,28588659,0,,2026-08-03,0.0004,0.129,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28588659/1785716173429.jpg
120234,12182,0,,2026-08-03,0.0,0.0939,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12182/1785717059792.jpg
120235,28999873,1,4,2026-08-03,0.9998,0.7246,1,0.7246,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28999873/1785717063251.jpg
120236,28615436,0,,2026-08-03,0.0003,0.3074,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28615436/1785717063270.jpg
120237,404,1,2,2026-08-03,0.9916,-0.0383,1,-0.0383,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/404/1785717066575.jpg
120238,28918600,1,3,2026-08-03,0.9996,0.4601,1,0.4601,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28918600/1785717071029.jpg
120239,29064364,0,,2026-08-03,0.0045,0.4588,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29064364/1785717071271.jpg
120240,3236,0,,2026-08-03,0.0,0.0296,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3236/1785717973536.jpg
120241,29184277,0,,2026-08-03,0.0,0.1691,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29184277/1785717973830.jpg
120242,28918600,1,3,2026-08-03,0.9941,0.4253,1,0.4253,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28918600/1785717975211.jpg
120243,29064364,0,,2026-08-03,0.1069,0.3233,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29064364/1785717975681.jpg
120244,26199373,0,,2026-08-03,0.0002,0.4174,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/26199373/1785718921451.jpg
120245,404,1,3,2026-08-03,0.942,0.2523,1,0.2523,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/404/1785718925329.jpg
120246,29044645,0,,2026-08-03,0.0,0.228,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29044645/1785718925369.jpg
120247,3168181,0,,2026-08-03,0.0,0.1303,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3168181/1785718928596.jpg
120248,9872616,0,,2026-08-03,0.0332,0.296,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/9872616/1785718928610.jpg
120249,29124970,0,,2026-08-03,0.0008,0.4408,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29124970/1785718930592.jpg
120250,29054960,0,,2026-08-03,0.0037,0.0402,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29054960/1785719771153.jpg
120251,29054960,0,,2026-08-03,0.0018,-0.008,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29054960/1785720664260.jpg
120252,23499737,1,3,2026-08-03,0.9977,0.7287,1,0.7287,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/23499737/1785720681207.jpg
120253,29054960,0,,2026-08-03,0.0017,-0.0298,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29054960/1785721567628.jpg
120254,4443,0,,2026-08-03,0.0,0.1788,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4443/1785721574770.jpg
120255,6156909,1,1,2026-08-03,0.7449,0.1775,1,0.1775,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/6156909/1785722462694.jpg
120256,29054960,0,,2026-08-03,0.0022,0.0308,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29054960/1785722468560.jpg
120257,5358806,0,,2026-08-03,0.3317,0.4801,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5358806/1785722476453.jpg
120258,11859,0,,2026-08-03,0.0,-0.1758,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/11859/1785722479835.jpg
120259,6156909,0,,2026-08-03,0.2062,0.3017,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/6156909/1785723360529.jpg
120260,29054960,0,,2026-08-03,0.0026,0.0081,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29054960/1785723365039.jpg
120261,29101746,0,,2026-08-03,0.0,0.1332,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29101746/1785723382101.jpg
120262,28482880,1,3,2026-08-03,0.9993,0.5242,1,0.5242,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28482880/1785723385458.jpg
120263,5961510,1,1,2026-08-03,0.9609,0.1995,1,0.1995,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5961510/1785724309782.jpg
120264,29054960,0,,2026-08-03,0.0072,0.0774,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29054960/1785724315110.jpg
120265,5358806,0,,2026-08-03,0.2005,0.5509,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5358806/1785724327204.jpg
120266,2921377,1,3,2026-08-03,0.8869,0.3536,1,0.3536,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921377/1785724331163.jpg
120267,5961510,1,3,2026-08-03,0.9999,0.6381,1,0.6381,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5961510/1785725160494.jpg
120268,29054960,0,,2026-08-03,0.1327,-0.0454,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29054960/1785725164175.jpg
120269,3420087,1,4,2026-08-03,0.8973,0.5391,1,0.5391,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3420087/1785725166249.jpg
120270,4769517,0,,2026-08-03,0.4044,0.0509,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4769517/1785725167777.jpg
120271,29040131,0,,2026-08-03,0.6223,0.1457,1,0.1457,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29040131/1785725174016.jpg
120272,26400667,1,1,2026-08-03,0.9977,0.1313,1,0.1313,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/26400667/1785725174662.jpg
120273,2921377,1,3,2026-08-03,0.9984,0.3772,1,0.3772,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921377/1785725176769.jpg
120274,93,0,,2026-08-03,0.1658,0.2846,0,0.0,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/93/1785726119857.jpg
120275,28953676,1,3,2026-08-03,0.997,0.4075,1,0.4075,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28953676/1785726123342.jpg
120276,29054960,1,1,2026-08-03,0.8639,-0.0406,1,-0.0406,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29054960/1785726123457.jpg
120277,4769517,1,2,2026-08-03,0.9959,0.1985,1,0.1985,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4769517/1785726125056.jpg
