record_id,source_table,webcam_id,image_url,llm_quality,llm_is_sunset,llm_is_sunrise,llm_confidence,llm_has_clouds,llm_color_palette,llm_obstruction,llm_time_of_day,llm_sky_coverage,llm_rating_explanation,llm_model,llm_provider,rated_at,human_calculated_rating,human_rating_count
66618,webcam,8204114,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8204114/1770242047031.jpg,0.55,True,False,0.75,False,"soft orange, peach, and teal blue gradient",,twilight,full,"Decent sunset with soft orange and peach tones along the horizon fading to blue, but lacking dramatic clouds or vivid colors.",claude-sonnet-4-5,anthropic,2026-05-07T06:42:45.051774+00:00,5.00,1
66619,webcam,8204930,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8204930/1770242050292.jpg,0.45,True,True,0.7,False,"pale yellow, soft orange, blue-gray gradient",,twilight,full,"Subtle pastel colors with minimal drama, showing a gentle transition between day and night with muted tones.",claude-sonnet-4-5,anthropic,2026-05-07T06:42:50.942582+00:00,4.00,1
66620,webcam,3798295,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3798295/1770242053939.jpg,0.55,True,False,0.75,False,turquoise blue transitioning to soft peach and pink near horizon,,twilight,full,"Decent twilight scene with subtle pastel colors in the sky, but lacks dramatic clouds or vivid saturation for a higher rating.",claude-sonnet-4-5,anthropic,2026-05-07T06:42:57.059912+00:00,5.00,1
66621,webcam,9212,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/9212/1770242060949.jpg,0.55,True,False,0.75,False,Orange and peach gradient fading to blue-gray,,golden_hour,full,Decent sunset with warm orange tones along the horizon but lacking dramatic clouds or vivid colors throughout the sky.,claude-sonnet-4-5,anthropic,2026-05-07T06:43:02.681296+00:00,3.00,1
66622,webcam,3168672,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3168672/1770242065855.jpg,0.35,True,True,0.7,False,pale pink and peach with muted blue-gray,,twilight,partial,"Weak sunrise with minimal color showing only pale pink and peach tones in a hazy, overcast sky.",claude-sonnet-4-5,anthropic,2026-05-07T06:43:08.490135+00:00,1.00,1
66623,webcam,7363288,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7363288/1770242070590.jpg,0.45,True,False,0.7,True,"pale yellow, white, and gray with muted warm tones",,golden_hour,full,Moderate sunset with bright light breaking through clouds but limited color saturation and mostly washed-out pale tones.,claude-sonnet-4-5,anthropic,2026-05-07T06:43:14.456248+00:00,1.00,1
66624,webcam,3309592,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3309592/1770242074052.jpg,0.45,True,True,0.75,False,soft orange and yellow gradient fading to pale blue,,golden_hour,full,Clear sunrise with gentle warm colors along the horizon but lacking dramatic clouds or vivid saturation.,claude-sonnet-4-5,anthropic,2026-05-07T06:43:20.561232+00:00,5.00,1
66625,webcam,12586,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12586/1770242077043.jpg,0.0,False,False,0.95,False,uniform gray-blue overcast,,day,full,"Completely overcast gray sky with no visible sun, color, or sunset/sunrise characteristics.",claude-sonnet-4-5,anthropic,2026-05-07T06:43:26.642232+00:00,1.00,1
66626,webcam,333,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/333/1770242079072.jpg,0.0,False,False,0.95,True,"dark gray and blue, overcast",,night,full,"No sunset or sunrise visible, just a dark overcast night sky with no color.",claude-sonnet-4-5,anthropic,2026-05-07T06:43:31.557276+00:00,1.00,1
66627,webcam,536,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/536/1770242081797.jpg,0.35,True,False,0.7,False,pale pink and gray with muted orange tones,,twilight,full,Weak sunset with minimal color showing only faint pink and orange hues in an otherwise gray overcast sky.,claude-sonnet-4-5,anthropic,2026-05-07T06:43:38.124407+00:00,1.00,1
66628,webcam,4833856,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4833856/1770242085823.jpg,0.0,False,False,0.95,True,"gray, white, muted blue-gray overcast",,day,full,"Overcast daytime conditions with no visible sun, warm colors, or golden/pink hues characteristic of sunrise or sunset.",claude-sonnet-4-5,anthropic,2026-05-07T06:43:43.846029+00:00,2.00,1
66629,webcam,10166398,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10166398/1770242087891.jpg,0.0,False,False,0.95,False,uniform gray overcast,,day,partial,"Completely overcast gray sky with no visible sun, color, or sunset/sunrise characteristics.",claude-sonnet-4-5,anthropic,2026-05-07T06:43:48.429433+00:00,1.00,1
66630,webcam,3767,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3767/1770242092432.jpg,0.45,True,False,0.75,True,"soft pink, peach, and gray tones",,twilight,partial,Muted pastel colors visible through overcast clouds with limited dramatic impact due to heavy cloud cover and urban obstruction.,claude-sonnet-4-5,anthropic,2026-05-07T06:43:54.800174+00:00,1.00,1
66631,webcam,2369954,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2369954/1770242099187.jpg,0.65,True,False,0.75,True,"soft golden yellows, warm peach, light blue, and gray",,golden_hour,full,"Pleasant golden hour scene with warm pastel colors and scattered clouds, though colors are somewhat muted rather than vivid.",claude-sonnet-4-5,anthropic,2026-05-07T06:44:02.174938+00:00,3.00,1
66632,webcam,2950350,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2950350/1770242100918.jpg,0.0,False,False,0.95,False,"overcast gray, neutral tones",,day,partial,Overcast daytime conditions with no visible sunset or sunrise colors in the sky.,claude-sonnet-4-5,anthropic,2026-05-07T06:44:06.367639+00:00,1.00,1
66633,webcam,598510,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/598510/1770242106155.jpg,0.72,True,False,0.85,True,"Orange, pink, purple, and blue with golden highlights",,golden_hour,mostly,Vivid orange and pink clouds with dramatic purple tones create a colorful sunset scene over the marina and waterway.,claude-sonnet-4-5,anthropic,2026-05-07T06:44:13.941847+00:00,4.00,1
66634,webcam,7071249,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7071249/1770242110360.jpg,0.0,False,False,0.95,False,overcast gray-white,,day,partial,"Overcast daytime winter scene with no visible sunset or sunrise colors, just uniform gray-white sky.",claude-sonnet-4-5,anthropic,2026-05-07T06:44:18.160678+00:00,1.00,1
66635,webcam,3593624,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3593624/1770242114928.jpg,0.45,True,False,0.75,False,pale orange and blue-gray gradient,,twilight,partial,"Modest twilight colors with a pale orange glow on the horizon, but limited dramatic color saturation and cloud interest.",claude-sonnet-4-5,anthropic,2026-05-07T06:44:26.002598+00:00,1.00,1
66636,webcam,7035558,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7035558/1770242123244.jpg,0.55,True,False,0.75,True,soft pink and purple hues with blue tones,,twilight,full,Gentle pastel colors with soft pink and purple clouds visible but lacking intense dramatic vibrancy.,claude-sonnet-4-5,anthropic,2026-05-07T06:44:30.755958+00:00,4.00,1
66637,webcam,4068162,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4068162/1770242126890.jpg,0.0,False,False,0.95,True,"dark gray, muted teal, overcast",,twilight,full,"No sunset or sunrise colors visible, only dark overcast sky with no warm tones.",claude-sonnet-4-5,anthropic,2026-05-07T06:44:35.764931+00:00,1.00,1
66638,webcam,8199529,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8199529/1770242130420.jpg,0.0,False,False,0.95,True,"uniform gray, overcast",,day,full,"Completely overcast gray sky with no visible sun, color, or sunset/sunrise characteristics.",claude-sonnet-4-5,anthropic,2026-05-07T06:44:43.968119+00:00,1.00,1
66639,webcam,160,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/160/1770242142775.jpg,0.45,True,True,0.7,False,soft pink and pale blue gradient,,twilight,partial,"Gentle pastel colors in the sky with minimal drama, showing a modest sunrise over a snowy industrial landscape.",claude-sonnet-4-5,anthropic,2026-05-07T06:44:49.069365+00:00,4.00,1
66640,webcam,10081819,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10081819/1770242145970.jpg,0.0,False,False,0.95,True,overcast gray and white,,day,mostly,"Overcast daytime conditions with no visible sun, warm colors, or golden hour lighting present.",claude-sonnet-4-5,anthropic,2026-05-07T06:44:53.872115+00:00,1.00,1
66641,webcam,1946,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/1946/1770242151266.jpg,0.45,True,True,0.75,True,"Pale blue, soft yellow, and light gray with subtle warm tones near horizon",,blue_hour,full,"Subtle sunrise colors with muted pastels and light cloud coverage, but lacks dramatic vivid hues.",claude-sonnet-4-5,anthropic,2026-05-07T06:45:00.138949+00:00,2.00,1
66642,webcam,2934167,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2934167/1770242153598.jpg,0.0,False,False,0.95,True,"pale blue-gray, white, overcast winter tones",,day,full,"Overcast winter daytime scene with no visible sun, warm colors, or sunset/sunrise characteristics.",claude-sonnet-4-5,anthropic,2026-05-07T06:45:05.132979+00:00,1.00,1
